lon	lat	pop
102.333562781	9.4757647268	0.416952162981
102.333562781	9.4840977268	0.586338979192
102.333562781	9.4924307268	0.925112611614
102.333562781	9.5007637268	0.169386816211
102.341895781	9.4757647268	0.182416571304
102.341895781	9.4840977268	1.27691599913
102.341895781	9.4924307268	1.30297550932
102.341895781	9.5007637268	1.21176722366
102.350228781	9.4757647268	0.299684367143
102.350228781	9.4840977268	1.30297550932
102.350228781	9.4924307268	1.30297550932
102.350228781	9.5007637268	1.30297550932
102.350228781	9.5090967268	0.156357061118
102.358561781	9.4757647268	0.625249410048
102.358561781	9.4840977268	1.25085648894
102.358561781	9.4924307268	1.30297550932
102.358561781	9.5007637268	1.30297550932
102.358561781	9.5090967268	0.182416571304
102.366894781	9.4840977268	1.18570771348
102.366894781	9.4924307268	1.30297550932
102.366894781	9.5007637268	1.30297550932
102.366894781	9.5090967268	0.74269604031
102.375227781	9.4757647268	0.195446326397
102.375227781	9.4840977268	1.30297550932
102.375227781	9.4924307268	1.30297550932
102.375227781	9.5007637268	1.30297550932
102.375227781	9.5090967268	1.23782673385
102.375227781	9.5174297268	0.70360677503
102.383560781	9.4757647268	0.886023346335
102.383560781	9.4840977268	1.30297550932
102.383560781	9.4924307268	1.30297550932
102.383560781	9.5007637268	1.30297550932
102.383560781	9.5090967268	1.30297550932
102.383560781	9.5174297268	1.30297550932
102.383560781	9.5257627268	0.925112611614
102.391893781	9.4757647268	1.18570771348
102.391893781	9.4840977268	1.30297550932
102.391893781	9.4924307268	1.30297550932
102.391893781	9.5007637268	1.30297550932
102.391893781	9.5090967268	1.30297550932
102.391893781	9.5174297268	1.30297550932
102.391893781	9.5257627268	1.30297550932
102.391893781	9.5340957268	0.429981918074
102.400226781	9.4757647268	0.716636530124
102.400226781	9.4840977268	1.15964820329
102.400226781	9.4924307268	1.30297550932
102.400226781	9.5007637268	1.30297550932
102.400226781	9.5090967268	1.30297550932
102.400226781	9.5174297268	1.30297550932
102.400226781	9.5257627268	1.30297550932
102.400226781	9.5340957268	1.23782673385
102.400226781	9.5424287268	1.02935065236
102.400226781	9.5507617268	1.27691599913
102.400226781	9.5590947268	0.820874570869
102.408559781	9.4840977268	0.351803387515
102.408559781	9.4924307268	1.30297550932
102.408559781	9.5007637268	1.30297550932
102.408559781	9.5090967268	1.30297550932
102.408559781	9.5174297268	1.30297550932
102.408559781	9.5257627268	1.30297550932
102.408559781	9.5340957268	1.30297550932
102.408559781	9.5424287268	1.30297550932
102.408559781	9.5507617268	1.30297550932
102.408559781	9.5590947268	1.30297550932
102.408559781	9.5674277268	0.508160448633
102.416892781	9.4924307268	0.859963836148
102.416892781	9.5007637268	1.30297550932
102.416892781	9.5090967268	1.30297550932
102.416892781	9.5174297268	1.30297550932
102.416892781	9.5257627268	1.30297550932
102.416892781	9.5340957268	1.30297550932
102.416892781	9.5424287268	1.30297550932
102.416892781	9.5507617268	1.30297550932
102.416892781	9.5590947268	1.30297550932
102.416892781	9.5674277268	0.547249713913
102.425225781	9.5007637268	0.169386816211
102.425225781	9.5090967268	1.08146967273
102.425225781	9.5174297268	1.30297550932
102.425225781	9.5257627268	1.30297550932
102.425225781	9.5340957268	1.30297550932
102.425225781	9.5424287268	1.30297550932
102.425225781	9.5507617268	1.30297550932
102.425225781	9.5590947268	1.25085648894
102.425225781	10.4840577268	0.290297899395
102.425225781	10.4923907268	0.438133593649
102.425225781	10.5007237268	0.203218922019
102.425225781	10.5090567268	0.191264867783
102.433558781	9.5090967268	0.482100938447
102.433558781	9.5174297268	1.30297550932
102.433558781	9.5257627268	1.30297550932
102.433558781	9.5340957268	1.30297550932
102.433558781	9.5424287268	1.30297550932
102.433558781	9.5507617268	1.30297550932
102.433558781	9.5590947268	1.30297550932
102.433558781	9.5674277268	1.19873746857
102.433558781	9.5757607268	0.573309224099
102.433558781	9.6924227268	0.456041428261
102.433558781	9.7007557268	1.15964820329
102.433558781	9.7090887268	0.886023346335
